Название файла,Имя Художника,Описание картины,Название картины
Edgar_Degas_1.jpg,Edgar_Degas,painting of a woman in a blue dress and a man in a white shirt,
Edgar_Degas_2.jpg,Edgar_Degas,painting of a young boy in a military uniform posing for a picture,
Edgar_Degas_3.jpg,Edgar_Degas,painting of two women in a room with a baby and a cat,
Edgar_Degas_4.jpg,Edgar_Degas,there are many people riding horses in a field,
Edgar_Degas_5.jpg,Edgar_Degas,painting of a woman cutting a piece of cloth with a knife,
Edgar_Degas_6.jpg,Edgar_Degas,arafed woman washing her body in a bowl with a towel,
Edgar_Degas_7.jpg,Edgar_Degas,there is a painting of a nude woman in a bowl,
Edgar_Degas_8.jpg,Edgar_Degas,painting of two women in colorful clothing standing over a table,
Edgar_Degas_9.jpg,Edgar_Degas,painting of a woman sitting in a chair in front of a mirror,
Edgar_Degas_10.jpg,Edgar_Degas,painting of a nude man bending over on a plate in a room,
Edgar_Degas_11.jpg,Edgar_Degas,a painting of a nude woman in a bowl with a knife,
Edgar_Degas_12.jpg,Edgar_Degas,there are many people riding horses in a field,
Edgar_Degas_13.jpg,Edgar_Degas,a painting of a man wearing a hat and a scarf,
Edgar_Degas_14.jpg,Edgar_Degas,painting of a nude woman sitting on a towel in a field,
Edgar_Degas_15.jpg,Edgar_Degas,painting of three dancers in green skirts in front of a mirror,
Edgar_Degas_16.jpg,Edgar_Degas,painting of a woman sitting on a couch holding a gun,
Edgar_Degas_17.jpg,Edgar_Degas,painting of a nude woman in a bed with a dog,
Edgar_Degas_18.jpg,Edgar_Degas,painting of a group of young ballerinas in a dance studio,
Edgar_Degas_19.jpg,Edgar_Degas,painting of a woman sitting on a couch with her back to the camera,
Edgar_Degas_20.jpg,Edgar_Degas,painting of a woman in a green dress sitting on a rug,
Edgar_Degas_21.jpg,Edgar_Degas,drawing of a nude woman leaning on a wall,
Edgar_Degas_22.jpg,Edgar_Degas,painting of a volcano eruptied from a mountain with a lake below,
Edgar_Degas_23.jpg,Edgar_Degas,painting of a woman with a yellow dress on a cliff,
Edgar_Degas_24.jpg,Edgar_Degas,painting of a group of jockeys riding horses in a field,
Edgar_Degas_25.jpg,Edgar_Degas,painting of a woman in a red dress is cutting another woman's hair,
Edgar_Degas_26.jpg,Edgar_Degas,painting of a woman drying her hair in a room,
Edgar_Degas_27.jpg,Edgar_Degas,painting of three women in a field with a horse,
Edgar_Degas_28.jpg,Edgar_Degas,painting of a woman in a bathrobe sitting in a bowl,
Edgar_Degas_29.jpg,Edgar_Degas,painting of a woman and a man sitting on a bed,
Edgar_Degas_30.jpg,Edgar_Degas,painting of three women in a ballerina dress,
Edgar_Degas_31.jpg,Edgar_Degas,painting of three dancers in blue dresses sitting on a bench,
Edgar_Degas_32.jpg,Edgar_Degas,painting of a group of dancers in a landscape,
Edgar_Degas_33.jpg,Edgar_Degas,painting of a man and woman standing next to a horse,
Edgar_Degas_34.jpg,Edgar_Degas,painting of a woman and two children in a room with a man,
Edgar_Degas_35.jpg,Edgar_Degas,painting of a woman drying her hair in a bath room,
Edgar_Degas_36.jpg,Edgar_Degas,painting of a couple in a carriage with a horse and carriage,
Edgar_Degas_37.jpg,Edgar_Degas,painting of three dancers in yellow dresses in a park,
Edgar_Degas_38.jpg,Edgar_Degas,painting of a woman sitting on the floor with a knife in her hand,
Edgar_Degas_39.jpg,Edgar_Degas,painting of a woman in a black dress and a black hat,
Edgar_Degas_40.jpg,Edgar_Degas,painting of a woman sitting in front of a vase of flowers,
Edgar_Degas_41.jpg,Edgar_Degas,a painting of a man in a suit and top hat,
Edgar_Degas_42.jpg,Edgar_Degas,painting of a man in a military uniform standing next to a barrel,
Edgar_Degas_43.jpg,Edgar_Degas,a painting of a nude woman sitting on a couch with a red hat,
Edgar_Degas_44.jpg,Edgar_Degas,painting of a group of naked men playing frisbee in a field,
Edgar_Degas_45.jpg,Edgar_Degas,a painting of a woman laying on a couch with her head on her hand,
Edgar_Degas_46.jpg,Edgar_Degas,painting of a nude woman sitting on a bed with a dog,
Edgar_Degas_47.jpg,Edgar_Degas,painting of a nude woman laying on a bed with a pillow,
Edgar_Degas_48.jpg,Edgar_Degas,arafed painting of a woman standing next to a table with a bowl of food,
Edgar_Degas_49.jpg,Edgar_Degas,painting of a nude woman bending over a bed with a guitar,
Edgar_Degas_50.jpg,Edgar_Degas,painting of a naked woman laying on a bed with a white towel,
Edgar_Degas_51.jpg,Edgar_Degas,painting of a nude woman laying on a bed in a room,
Edgar_Degas_52.jpg,Edgar_Degas,painting of a woman drying her hair in a bathtub,
Edgar_Degas_53.jpg,Edgar_Degas,painting of a nude woman sitting on a bed with a towel,
Edgar_Degas_54.jpg,Edgar_Degas,painting of a woman in a white dress is brushing another woman's hair,
Edgar_Degas_55.jpg,Edgar_Degas,painting of a woman drying her hair in a bathtub,
Edgar_Degas_56.jpg,Edgar_Degas,arafed drawing of a woman sitting on a chair with a guitar,
Edgar_Degas_57.jpg,Edgar_Degas,a painting of a woman sitting on a bed with a cat,
Edgar_Degas_58.jpg,Edgar_Degas,a painting of a woman sitting on a chair with her back to the camera,
Edgar_Degas_59.jpg,Edgar_Degas,arafed painting of a woman sitting on a chair with her back to the camera,
Edgar_Degas_60.jpg,Edgar_Degas,painting of a woman sitting in a chair with her back to the camera,
Edgar_Degas_61.jpg,Edgar_Degas,a painting of a woman sitting on a chair with her arms crossed,
Edgar_Degas_62.jpg,Edgar_Degas,a painting of a nude woman bending over on a chair,
Edgar_Degas_63.jpg,Edgar_Degas,painting of a woman in a white dress dancing with other people,
Edgar_Degas_64.jpg,Edgar_Degas,a painting of a road with houses and trees in the background,
Edgar_Degas_65.jpg,Edgar_Degas,painting of a group of people standing around a man in a white dress,
Edgar_Degas_66.jpg,Edgar_Degas,arafed painting of a woman sitting on a red couch with a fan,
Edgar_Degas_67.jpg,Edgar_Degas,painting of a woman in a dress looking out a window,
Edgar_Degas_68.jpg,Edgar_Degas,painting of a woman in a white dress sitting in a chair,
Edgar_Degas_69.jpg,Edgar_Degas,painting of two women sitting at a table with a cat,
Edgar_Degas_70.jpg,Edgar_Degas,painting of a woman in a black dress and a man in a brown suit,
Edgar_Degas_71.jpg,Edgar_Degas,there are two women sitting on a bench with hats on,
Edgar_Degas_72.jpg,Edgar_Degas,painting of a woman sitting on a couch holding a baby,
Edgar_Degas_73.jpg,Edgar_Degas,painting of a woman sitting at a table with two other women,
Edgar_Degas_74.jpg,Edgar_Degas,painting of two women in a room with a table and a chair,
Edgar_Degas_75.jpg,Edgar_Degas,painting of a group of jockeys on horses in a field,
Edgar_Degas_76.jpg,Edgar_Degas,painting of a group of people riding horses in a field,
Edgar_Degas_77.jpg,Edgar_Degas,painting of a group of people riding horses in a field,
Edgar_Degas_78.jpg,Edgar_Degas,painting of a woman with an umbrella and other women sitting on a bench,
Edgar_Degas_79.jpg,Edgar_Degas,painting of a group of people riding horses in a field,
Edgar_Degas_80.jpg,Edgar_Degas,painting of a horse and a dog in a stable,
Edgar_Degas_81.jpg,Edgar_Degas,painting of a group of dancers with fan in front of them,
Edgar_Degas_82.jpg,Edgar_Degas,painting of three women in bathing suits laying on a bed,
Edgar_Degas_83.jpg,Edgar_Degas,painting of a group of dancers in a dance studio,
Edgar_Degas_84.jpg,Edgar_Degas,a painting of a woman in a pink dress with a butterfly on her head,
Edgar_Degas_85.jpg,Edgar_Degas,painting of two dancers in a room with a mirror,
Edgar_Degas_86.jpg,Edgar_Degas,painting of two dancers in a doorway with a green background,
Edgar_Degas_87.jpg,Edgar_Degas,painting of a man playing a clarinet in a crowded room,
Edgar_Degas_88.jpg,Edgar_Degas,painting of three dancers in green dresses in a room,
Edgar_Degas_89.jpg,Edgar_Degas,a painting of two dancers in a yellow dress and a green skirt,
Edgar_Degas_90.jpg,Edgar_Degas,painting of a group of dancers in a forest with a man standing next to them,
Edgar_Degas_91.jpg,Edgar_Degas,three dancers in pink tutuss are performing on a stage,
Edgar_Degas_92.jpg,Edgar_Degas,painting of a group of dancers in a dance studio,
Edgar_Degas_93.jpg,Edgar_Degas,painting of two dancers in green tutuss and a cat,
Edgar_Degas_94.jpg,Edgar_Degas,a painting of three dancers in front of a painting of a tree,
Edgar_Degas_95.jpg,Edgar_Degas,painting of a group of dancers in a stage setting,
Edgar_Degas_96.jpg,Edgar_Degas,a painting of a woman standing next to a man in a forest,
Edgar_Degas_97.jpg,Edgar_Degas,painting of a woman sitting on a beach with a child and umbrella,
Edgar_Degas_98.jpg,Edgar_Degas,painting of a woman sitting on a chair in front of a lamp,
Edgar_Degas_99.jpg,Edgar_Degas,painting of two women sitting on a rug in a room,
Edgar_Degas_100.jpg,Edgar_Degas,painting of a group of people riding horses in a field,
Edgar_Degas_101.jpg,Edgar_Degas,painting of a group of men riding horses in a field,
Edgar_Degas_102.jpg,Edgar_Degas,painting of jockeys on horses in a field with a horse in the foreground,
Edgar_Degas_103.jpg,Edgar_Degas,painting of a group of men riding horses in a field,
Edgar_Degas_104.jpg,Edgar_Degas,painting of a group of jockeys on horses in a field,
Edgar_Degas_105.jpg,Edgar_Degas,painting of a group of jockeys on horses in a field,
Edgar_Degas_106.jpg,Edgar_Degas,a painting of a woman in a dress sitting on a floor,
Edgar_Degas_107.jpg,Edgar_Degas,painting of a woman holding a plate with a man holding a bowl,
Edgar_Degas_108.jpg,Edgar_Degas,painting of a group of people in a field with a red hat,
Edgar_Degas_109.jpg,Edgar_Degas,painting of a woman washing a child in a tub,
Edgar_Degas_110.jpg,Edgar_Degas,a painting of a woman brushing her hair while another woman looks on,
Edgar_Degas_111.jpg,Edgar_Degas,arafed pastel portrait of a woman with a black glove,
Edgar_Degas_112.jpg,Edgar_Degas,painting of a group of people in a room with a horse,
Edgar_Degas_113.jpg,Edgar_Degas,a painting of a woman in a purple dress sitting on a couch,
Edgar_Degas_114.jpg,Edgar_Degas,painting of a naked man standing on a bed next to a banana,
Edgar_Degas_115.jpg,Edgar_Degas,painting of a man with a red beard and a suit,
Edgar_Degas_116.jpg,Edgar_Degas,painting of a woman and two children sitting on a porch,
Edgar_Degas_117.jpg,Edgar_Degas,painting of a woman cutting another woman's hair in a room,
Edgar_Degas_118.jpg,Edgar_Degas,a painting of a woman with a hat on her head,
Edgar_Degas_119.jpg,Edgar_Degas,there is a painting of a woman sitting next to a vase of flowers,
Edgar_Degas_120.jpg,Edgar_Degas,painting of a woman in a white dress and a woman in a white dress,
Edgar_Degas_121.jpg,Edgar_Degas,painting of a woman sitting at a table with a man sitting at a table,
Edgar_Degas_122.jpg,Edgar_Degas,painting of two men in a room with a bed and a painting,
Edgar_Degas_123.jpg,Edgar_Degas,a painting of two people sitting in a courtroom with a man holding a piece of paper,
Edgar_Degas_124.jpg,Edgar_Degas,painting of a group of young dancers in a dance studio,
Edgar_Degas_125.jpg,Edgar_Degas,painting of a group of dancers in a dance studio with a conductor,
Edgar_Degas_126.jpg,Edgar_Degas,painting of dancers in a dance studio with their arms raised,
Edgar_Degas_127.jpg,Edgar_Degas,arafed drawing of a woman bending over to pick up her shoes,
Edgar_Degas_128.jpg,Edgar_Degas,a painting of a woman in a pink dress sitting on a chair,
Edgar_Degas_129.jpg,Edgar_Degas,painting of a woman in a green dress standing in a doorway,
Edgar_Degas_130.jpg,Edgar_Degas,painting of a horse and rider in a street with people,
Edgar_Degas_131.jpg,Edgar_Degas,arafed image of a woman in a tutu and a basket of flowers,
Edgar_Degas_132.jpg,Edgar_Degas,painting of a woman in a white dress dancing in front of a window,
Edgar_Degas_133.jpg,Edgar_Degas,a painting of a woman in a tutu and a ballerina,
Edgar_Degas_134.jpg,Edgar_Degas,painting of a woman reading a book in a room,
Edgar_Degas_135.jpg,Edgar_Degas,painting of a woman in a blue dress sitting on the ground,
Edgar_Degas_136.jpg,Edgar_Degas,painting of a woman in a white dress and a black bow,
Edgar_Degas_137.jpg,Edgar_Degas,a painting of a woman in a green skirt dancing,
Edgar_Degas_138.jpg,Edgar_Degas,painting of a woman in a blue dress holding a fan,
Edgar_Degas_139.jpg,Edgar_Degas,a painting of a young ballerina leaning on a bar,
Edgar_Degas_140.jpg,Edgar_Degas,a painting of a woman in a tutu and a ballerina,
Edgar_Degas_141.jpg,Edgar_Degas,painting of a man and a woman sitting in a chair,
Edgar_Degas_142.jpg,Edgar_Degas,painting of a woman in a blue dress holding a ballerina,
Edgar_Degas_143.jpg,Edgar_Degas,painting of a woman in a white tutu and a mirror,
Edgar_Degas_144.jpg,Edgar_Degas,painting of a woman in a pink tutu and a man in a blue suit,
Edgar_Degas_145.jpg,Edgar_Degas,painting of two dancers in pink tutuss on a stage,
Edgar_Degas_146.jpg,Edgar_Degas,painting of a woman in a green dress dancing with two bears,
Edgar_Degas_147.jpg,Edgar_Degas,a painting of a woman in a purple dress standing next to a bag,
Edgar_Degas_148.jpg,Edgar_Degas,painting of a woman in a tutu and a hat,
Edgar_Degas_149.jpg,Edgar_Degas,painting of a woman in a tutu and a bird on her head,
Edgar_Degas_150.jpg,Edgar_Degas,arafed drawing of a woman sitting on the ground with her legs crossed,
Edgar_Degas_151.jpg,Edgar_Degas,a painting of a woman in a tutu and a fan,
Edgar_Degas_152.jpg,Edgar_Degas,a close up of a painting of a woman with a black dress,
Edgar_Degas_153.jpg,Edgar_Degas,painting of a woman in a yellow dress holding a fan,
Edgar_Degas_154.jpg,Edgar_Degas,painting of a woman in a white dress holding a fan,
Edgar_Degas_155.jpg,Edgar_Degas,painting of a young girl in a blue dress holding a fan,
Edgar_Degas_156.jpg,Edgar_Degas,arafed drawing of a woman in a tutu and a fan,
Edgar_Degas_157.jpg,Edgar_Degas,a painting of a woman in a white dress holding a fan,
Edgar_Degas_158.jpg,Edgar_Degas,a painting of a woman in a dress holding a flower,
Edgar_Degas_159.jpg,Edgar_Degas,arafed drawing of a young ballerina in a tutu,
Edgar_Degas_160.jpg,Edgar_Degas,painting of a woman in a blue dress with a fan,
Edgar_Degas_161.jpg,Edgar_Degas,painting of a woman in a blue dress and a man in a black suit,
Edgar_Degas_162.jpg,Edgar_Degas,painting of a man in a red coat riding a horse,
Edgar_Degas_163.jpg,Edgar_Degas,painting of two young girls in tutuss dancing in a garden,
Edgar_Degas_164.jpg,Edgar_Degas,painting of a woman in a red dress with her back turned,
