file_name,artist_name,description,picture_name,ru_picture_name,ru_artist_name
Marc_Chagall_25.jpg,Marc Chagall,man riding bike with dog and cat,,,Марк Шагал
Marc_Chagall_26.jpg,Marc Chagall,building with red roof and sign that says thunkwater,,,Марк Шагал
Marc_Chagall_27.jpg,Marc Chagall,man with goat and man with hat,,,Марк Шагал
Marc_Chagall_28.jpg,Marc Chagall,man walking with knife in his hand,,,Марк Шагал
Marc_Chagall_29.jpg,Marc Chagall,two men in room with dog,,,Марк Шагал
Marc_Chagall_30.jpg,Marc Chagall,group animals in fenced in area,,,Марк Шагал
Marc_Chagall_31.jpg,Marc Chagall,man with hat and pipe,,,Марк Шагал
Marc_Chagall_32.jpg,Marc Chagall,woman with hat and hat on her head,,,Марк Шагал
Marc_Chagall_33.jpg,Marc Chagall,group people sitting around table with cake,,,Марк Шагал
Marc_Chagall_34.jpg,Marc Chagall,man riding horse with woman on it,,,Марк Шагал
Marc_Chagall_35.jpg,Marc Chagall,man and cat in room with cat,,,Марк Шагал
Marc_Chagall_36.jpg,Marc Chagall,village street with wooden house and car,,,Марк Шагал
Marc_Chagall_37.jpg,Marc Chagall,cartoon man sitting on chair with guitar and woman standing on stool,,,Марк Шагал
Marc_Chagall_38.jpg,Marc Chagall,man and woman in kitchen with rabbit,,,Марк Шагал
Marc_Chagall_39.jpg,Marc Chagall,man in suit and tie holding dog,,,Марк Шагал
Marc_Chagall_40.jpg,Marc Chagall,group cartoon characters with stick in their hands,,,Марк Шагал
Marc_Chagall_41.jpg,Marc Chagall,man riding horse with woman on it,,,Марк Шагал
Marc_Chagall_42.jpg,Marc Chagall,man and dog outside house with dog nearby,,,Марк Шагал
Marc_Chagall_43.jpg,Marc Chagall,man walking down street with woman and man,,,Марк Шагал
Marc_Chagall_44.jpg,Marc Chagall,man in suit and tie standing next to dog,,,Марк Шагал
Marc_Chagall_45.jpg,Marc Chagall,man sitting in chair playing guitar,,,Марк Шагал
Marc_Chagall_46.jpg,Marc Chagall,woman holding bird cage and cat,,,Марк Шагал
Marc_Chagall_47.jpg,Marc Chagall,man sitting at table with plate food,,,Марк Шагал
Marc_Chagall_48.jpg,Marc Chagall,table with cat sitting at it,,,Марк Шагал
Marc_Chagall_49.jpg,Marc Chagall,man and woman sitting next to each other,,,Марк Шагал
Marc_Chagall_50.jpg,Marc Chagall,man and woman sitting at table,,,Марк Шагал
Marc_Chagall_51.jpg,Marc Chagall,man sitting on bench in crowded area,,,Марк Шагал
Marc_Chagall_52.jpg,Marc Chagall,man riding horse with dog and cat,,,Марк Шагал
Marc_Chagall_53.jpg,Marc Chagall,woman sitting in chair with book and cat,,,Марк Шагал
Marc_Chagall_54.jpg,Marc Chagall,man playing guitar in room,,,Марк Шагал
Marc_Chagall_55.jpg,Marc Chagall,man standing in front door with dog,,,Марк Шагал
Marc_Chagall_56.jpg,Marc Chagall,woman sitting in chair eating piece food,,,Марк Шагал
Marc_Chagall_57.jpg,Marc Chagall,man and woman standing next to each other,,,Марк Шагал
Marc_Chagall_58.jpg,Marc Chagall,man and woman in room with dog,,,Марк Шагал
Marc_Chagall_59.jpg,Marc Chagall,dog and man playing with dog house,,,Марк Шагал
Marc_Chagall_60.jpg,Marc Chagall,two people standing next to each other,,,Марк Шагал
Marc_Chagall_61.jpg,Marc Chagall,man and woman with dog,,,Марк Шагал
Marc_Chagall_62.jpg,Marc Chagall,man in hat and boots jumping up,,,Марк Шагал
Marc_Chagall_63.jpg,Marc Chagall,woman in bed with cat on it,,,Марк Шагал
Marc_Chagall_64.jpg,Marc Chagall,man and child playing baseball in snow,,,Марк Шагал
Marc_Chagall_65.jpg,Marc Chagall,woman laying on bed with cat,,,Марк Шагал
Marc_Chagall_66.jpg,Marc Chagall,man with hat and dog in field,,,Марк Шагал
Marc_Chagall_67.jpg,Marc Chagall,man with beard and red beard sitting in front house,,,Марк Шагал
Marc_Chagall_68.jpg,Marc Chagall,group people in field with man holding stick,,,Марк Шагал
Marc_Chagall_69.jpg,Marc Chagall,two men in hats and holding canes,,,Марк Шагал
Marc_Chagall_70.jpg,Marc Chagall,group people standing around each other,,,Марк Шагал
Marc_Chagall_71.jpg,Marc Chagall,dog looking at mirror with dog in it,,,Марк Шагал
Marc_Chagall_72.jpg,Marc Chagall,cartoon man and woman are standing in front door,,,Марк Шагал
Marc_Chagall_73.jpg,Marc Chagall,man holding child on his shoulders,,,Марк Шагал
Marc_Chagall_74.jpg,Marc Chagall,crowd people walking down street with horse drawn carriage,,,Марк Шагал
Marc_Chagall_75.jpg,Marc Chagall,man laying on floor with clock above him,,,Марк Шагал
Marc_Chagall_76.jpg,Marc Chagall,woman and child standing next to each other,,,Марк Шагал
Marc_Chagall_77.jpg,Marc Chagall,two people sitting on floor with dog,,,Марк Шагал
Marc_Chagall_78.jpg,Marc Chagall,window with view town and vase,,,Марк Шагал
Marc_Chagall_79.jpg,Marc Chagall,group people sitting around table,,,Марк Шагал
Marc_Chagall_80.jpg,Marc Chagall,smiling child with curly hair,,,Марк Шагал
Marc_Chagall_81.jpg,Marc Chagall,woman in hat and striped dress,,,Марк Шагал
Marc_Chagall_82.jpg,Marc Chagall,dog running in snow with house in background,,,Марк Шагал
Marc_Chagall_83.jpg,Marc Chagall,man and child with hat on,,,Марк Шагал
Marc_Chagall_84.jpg,Marc Chagall,lion standing on its hind legs,,,Марк Шагал
Marc_Chagall_85.jpg,Marc Chagall,bear with hat and umbrella in field,,,Марк Шагал
Marc_Chagall_86.jpg,Marc Chagall,woman and man in boat with shark,,,Марк Шагал
Marc_Chagall_87.jpg,Marc Chagall,bird with man and woman,,,Марк Шагал
Marc_Chagall_88.jpg,Marc Chagall,black and white man with beard,,,Марк Шагал
Marc_Chagall_89.jpg,Marc Chagall,window with white cloth hanging over it,,,Марк Шагал
Marc_Chagall_90.jpg,Marc Chagall,bird sitting on vase with flowers,,,Марк Шагал
Marc_Chagall_91.jpg,Marc Chagall,woman holding bouquet flowers in tree,,,Марк Шагал
Marc_Chagall_92.jpg,Marc Chagall,woman holding bouquet flowers in front sun,,,Марк Шагал
Marc_Chagall_93.jpg,Marc Chagall,there is woman holding baby and bird,,,Марк Шагал
Marc_Chagall_94.jpg,Marc Chagall,woman with hat and plate food,,,Марк Шагал
Marc_Chagall_95.jpg,Marc Chagall,man and woman walking in park,,,Марк Шагал
Marc_Chagall_96.jpg,Marc Chagall,yellow and black woman with hat on,,,Марк Шагал
Marc_Chagall_97.jpg,Marc Chagall,woman with hat and flower in vase,,,Марк Шагал
Marc_Chagall_98.jpg,Marc Chagall,marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc,,,Марк Шагал
Marc_Chagall_99.jpg,Marc Chagall,man and woman in circus,,,Марк Шагал
Marc_Chagall_100.jpg,Marc Chagall,"room with chair, table, mirror and mirror",,,Марк Шагал
Marc_Chagall_101.jpg,Marc Chagall,woman holding cat in front window,,,Марк Шагал
Marc_Chagall_102.jpg,Marc Chagall,woman and giraffe in field,,,Марк Шагал
Marc_Chagall_103.jpg,Marc Chagall,woman with man standing in front her,,,Марк Шагал
Marc_Chagall_104.jpg,Marc Chagall,woman holding bouquet flowers,,,Марк Шагал
Marc_Chagall_105.jpg,Marc Chagall,horse with bird on its back,,,Марк Шагал
Marc_Chagall_106.jpg,Marc Chagall,man riding horse with red umbrella,,,Марк Шагал
Marc_Chagall_107.jpg,Marc Chagall,group people standing around drum,,,Марк Шагал
Marc_Chagall_108.jpg,Marc Chagall,man and woman playing music with dog,,,Марк Шагал
Marc_Chagall_109.jpg,Marc Chagall,man and woman sitting on bench,,,Марк Шагал
Marc_Chagall_110.jpg,Marc Chagall,woman holding bouquet flowers,,,Марк Шагал
Marc_Chagall_111.jpg,Marc Chagall,two women with hats and dog on yellow background,,,Марк Шагал
Marc_Chagall_112.jpg,Marc Chagall,vase with flowers in it on table,,,Марк Шагал
Marc_Chagall_113.jpg,Marc Chagall,black and white woman sitting in bathtub,,,Марк Шагал
Marc_Chagall_114.jpg,Marc Chagall,close up bird and tree,,,Марк Шагал
Marc_Chagall_115.jpg,Marc Chagall,woman with bird in her hand,,,Марк Шагал
Marc_Chagall_116.jpg,Marc Chagall,there are two drawings woman and vase with flowers,,,Марк Шагал
Marc_Chagall_117.jpg,Marc Chagall,woman with hat and dog,,,Марк Шагал
Marc_Chagall_118.jpg,Marc Chagall,vase flowers and cat sitting on table,,,Марк Шагал
Marc_Chagall_119.jpg,Marc Chagall,vase flowers and fruit on table,,,Марк Шагал
Marc_Chagall_120.jpg,Marc Chagall,bird sitting on table next to vase flowers,,,Марк Шагал
Marc_Chagall_121.jpg,Marc Chagall,woman sitting in chair next to window,,,Марк Шагал
Marc_Chagall_122.jpg,Marc Chagall,woman and man in boat,,,Марк Шагал
Marc_Chagall_123.jpg,Marc Chagall,woman sitting at table with plates food,,,Марк Шагал
Marc_Chagall_124.jpg,Marc Chagall,close up woman with flowers,,,Марк Шагал
Marc_Chagall_125.jpg,Marc Chagall,woman with bird in her hand,,,Марк Шагал
Marc_Chagall_126.jpg,Marc Chagall,woman holding flower and scissors,,,Марк Шагал
Marc_Chagall_127.jpg,Marc Chagall,woman sitting in chair with cat,,,Марк Шагал
Marc_Chagall_128.jpg,Marc Chagall,woman holding child in her arms,,,Марк Шагал
Marc_Chagall_129.jpg,Marc Chagall,woman with hat and cat,,,Марк Шагал
Marc_Chagall_130.jpg,Marc Chagall,there is vase with flowers in it,,,Марк Шагал
Marc_Chagall_131.jpg,Marc Chagall,man and woman standing in front tree,,,Марк Шагал
Marc_Chagall_132.jpg,Marc Chagall,man standing in front group people,,,Марк Шагал
Marc_Chagall_133.jpg,Marc Chagall,man standing next to woman with bouquet,,,Марк Шагал
Marc_Chagall_134.jpg,Marc Chagall,woman and child in room,,,Марк Шагал
Marc_Chagall_135.jpg,Marc Chagall,three people with child and dog,,,Марк Шагал
Marc_Chagall_136.jpg,Marc Chagall,woman and child with dog,,,Марк Шагал
Marc_Chagall_137.jpg,Marc Chagall,marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc,,,Марк Шагал
Marc_Chagall_138.jpg,Marc Chagall,marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc marc,,,Марк Шагал
Marc_Chagall_139.jpg,Marc Chagall,child playing with ball in field,,,Марк Шагал
Marc_Chagall_140.jpg,Marc Chagall,woman and cat in field,,,Марк Шагал
Marc_Chagall_141.jpg,Marc Chagall,man holding book in his hand,,,Марк Шагал
Marc_Chagall_142.jpg,Marc Chagall,woman holding bird in her hand,,,Марк Шагал
Marc_Chagall_143.jpg,Marc Chagall,woman holding sign with man sitting at table,,,Марк Шагал
Marc_Chagall_144.jpg,Marc Chagall,man and woman with dog and cat,,,Марк Шагал
Marc_Chagall_145.jpg,Marc Chagall,vase flowers with bird on table,,,Марк Шагал
Marc_Chagall_146.jpg,Marc Chagall,close up person holding bird,,,Марк Шагал
Marc_Chagall_147.jpg,Marc Chagall,there is woman holding bird and man,,,Марк Шагал
Marc_Chagall_148.jpg,Marc Chagall,man and woman standing next to each other,,,Марк Шагал
Marc_Chagall_149.jpg,Marc Chagall,woman holding bouquet flowers,,,Марк Шагал
Marc_Chagall_150.jpg,Marc Chagall,woman with flowers in vase,,,Марк Шагал
Marc_Chagall_151.jpg,Marc Chagall,group people with hats and costumes,,,Марк Шагал
Marc_Chagall_152.jpg,Marc Chagall,vase flowers with woman in background,,,Марк Шагал
Marc_Chagall_153.jpg,Marc Chagall,woman riding horse with bird on her back,,,Марк Шагал
Marc_Chagall_154.jpg,Marc Chagall,group people playing instruments in field,,,Марк Шагал
Marc_Chagall_155.jpg,Marc Chagall,man standing in front group people,,,Марк Шагал
Marc_Chagall_156.jpg,Marc Chagall,woman sitting in chair in front window,,,Марк Шагал
Marc_Chagall_157.jpg,Marc Chagall,woman and dog with house and dog,,,Марк Шагал
Marc_Chagall_158.jpg,Marc Chagall,there are many flowers in vases on table by window,,,Марк Шагал
Marc_Chagall_159.jpg,Marc Chagall,gate with clock on it in park,,,Марк Шагал
Marc_Chagall_160.jpg,Marc Chagall,woman with red dress and man with red apple,,,Марк Шагал
Marc_Chagall_161.jpg,Marc Chagall,man and woman holding hands in field,,,Марк Шагал
Marc_Chagall_162.jpg,Marc Chagall,woman sitting on chair in front,,,Марк Шагал
Marc_Chagall_163.jpg,Marc Chagall,vase flowers on window sill with rainbow in background,,,Марк Шагал
Marc_Chagall_164.jpg,Marc Chagall,man and woman in wedding dress with red angel,,,Марк Шагал
Marc_Chagall_165.jpg,Marc Chagall,path in park with trees and bench,,,Марк Шагал
Marc_Chagall_166.jpg,Marc Chagall,vase flowers on table with book,,,Марк Шагал
Marc_Chagall_167.jpg,Marc Chagall,woman and man with green ball,,,Марк Шагал
Marc_Chagall_168.jpg,Marc Chagall,nude woman sitting on chair in front eiffel tower,,,Марк Шагал
Marc_Chagall_169.jpg,Marc Chagall,woman with blue head and yellow background,,,Марк Шагал
Marc_Chagall_170.jpg,Marc Chagall,bird with pink tail sitting on table,,,Марк Шагал
Marc_Chagall_171.jpg,Marc Chagall,woman looking out window at mountain range,,,Марк Шагал
Marc_Chagall_172.jpg,Marc Chagall,woman laying on bed in forest,,,Марк Шагал
Marc_Chagall_173.jpg,Marc Chagall,woman with bouquet flowers in her hand,,,Марк Шагал
Marc_Chagall_174.jpg,Marc Chagall,woman laying on bed with baby in her lap,,,Марк Шагал
Marc_Chagall_175.jpg,Marc Chagall,man with blue face and red flag,,,Марк Шагал
Marc_Chagall_176.jpg,Marc Chagall,horse with red blanket and cat flying above,,,Марк Шагал
Marc_Chagall_177.jpg,Marc Chagall,man sitting in chair with bird on his shoulder,,,Марк Шагал
Marc_Chagall_178.jpg,Marc Chagall,clock with bird on top it,,,Марк Шагал
Marc_Chagall_179.jpg,Marc Chagall,woman sitting on red blanket with bird flying overhead,,,Марк Шагал
Marc_Chagall_180.jpg,Marc Chagall,woman in red dress holding bouquet flowers,,,Марк Шагал
Marc_Chagall_181.jpg,Marc Chagall,woman holding fish above her head,,,Марк Шагал
Marc_Chagall_182.jpg,Marc Chagall,woman and child in room,,,Марк Шагал
Marc_Chagall_183.jpg,Marc Chagall,man and woman embracing in landscape,,,Марк Шагал
Marc_Chagall_184.jpg,Marc Chagall,man and woman with flowers in vase,,,Марк Шагал
Marc_Chagall_185.jpg,Marc Chagall,man drinking cup coffee in room,,,Марк Шагал
Marc_Chagall_186.jpg,Marc Chagall,man and woman on horse with dog,,,Марк Шагал
Marc_Chagall_187.jpg,Marc Chagall,woman riding horse with man on it,,,Марк Шагал
Marc_Chagall_188.jpg,Marc Chagall,woman with bird on her shoulder,,,Марк Шагал
Marc_Chagall_189.jpg,Marc Chagall,vase flowers and fruit on table,,,Марк Шагал
Marc_Chagall_190.jpg,Marc Chagall,bird sitting on table with plate food,,,Марк Шагал
